"stname","clock","crazy","day"
"moonrae",13,103,"sun"
"bangbae",13,122,"sun"
"bongcheon",13,112,"sun"
"samseong",13,93,"sun"
"sangwangshipri",13,74,"sun"
"seouldaeipgu",13,118,"sun"
"seocho",13,123,"sun"
"seonreung",13,107,"sun"
"seongnae",13,73,"sun"
"seongsu",13,71,"sun"
"seongsuG",13,16,"sun"
"sindap",13,28,"sun"
"sindang",13,75,"sun"
"sindaebang",13,108,"sun"
"sindorim",13,107,"sun"
"sindorimG",13,26,"sun"
"sinrim",13,109,"sun"
"sinjeongnegeori",13,44,"sun"
"sincheon",13,90,"sun"
"sinchon",13,87,"sun"
"ahyeon",13,88,"sun"
"yangcheonguchong",13,54,"sun"
"yeoksam",13,121,"sun"
"yeongdeungpoguchong",13,102,"sun"
"wangshipri",13,73,"sun"
"yongdap",13,28,"sun"
"yongdu",13,26,"sun"
"eulji4ga",13,38,"sun"
"euljiipgu",13,60,"sun"
"ewhadae",13,86,"sun"
"jamsil",13,83,"sun"
"jonghapwoondongjang",13,97,"sun"
"chungjeongro",13,90,"sun"
"hanyangdae",13,68,"sun"
"hapjeong",13,95,"sun"
"hongdae",13,88,"sun"
"karaksijang",13,16,"sun"
"kyeongbokgoong",13,76,"sun"
"keongchalhospital",13,10,"sun"
"expressterminal",13,92,"sun"
"gupabal",13,40,"sun"
"geumho",13,89,"sun"
"southterminal",13,75,"sun"
"nokbeon",13,62,"sun"
"daecheong",13,32,"sun"
"daechi",13,36,"sun"
"dokok",13,41,"sun"
"dokripmoon",13,71,"sun"
"dongdaeipgu",13,87,"sun"
"maebong",13,45,"sun"
"mooakjae",13,70,"sun"
"boolkwang",13,56,"sun"
"suseo",13,24,"sun"
"sinsa",13,84,"sun"
"ankook",13,89,"sun"
"apgujeong",13,86,"sun"
"yaksu",13,88,"sun"
"yangjae",13,58,"sun"
"yeonsinnae",13,49,"sun"
"ogum",13,6,"sun"
"oksu",13,89,"sun"
"ilwon",13,28,"sun"
"jamwon",13,89,"sun"
"jichook",13,68,"sun"
"choongmuro",13,196,"sun"
"hakyeowool",13,33,"sun"
"hongje",13,66,"sun"
"killeum",13,74,"sun"
"namtaeryeong",13,137,"sun"
"nowon",13,25,"sun"
"dangkokae",13,4,"sun"
"dongjak",13,74,"sun"
"myeongdong",13,81,"sun"
"mia",13,61,"sun"
"mia4keori",13,68,"sun"
"samkakji",13,75,"sun"
"sangkye",13,13,"sun"
"sungsinyeodae",13,81,"sun"
"sooyou",13,57,"sun"
"sookmyeong",13,73,"sun"
"sinyongsan",13,74,"sun"
"ssangmoon",13,48,"sun"
"ichon",13,74,"sun"
"changdong",13,38,"sun"
"chongsindae",13,76,"sun"
"hanseongdae",13,86,"sun"
"hyehwa",13,89,"sun"
"hoihyeon",13,84,"sun"
"kyodae",13,214,"sun"
"dongdaemon",13,211,"sun"
"dongyeoksa",13,152,"sun"
"sadang",13,194,"sun"
"seoulstation",13,162,"sun"
"sichong",13,167,"sun"
"sinsuldong",13,105,"sun"
"eulji3ga",13,153,"sun"
"jongro3ga",13,208,"sun"
"dongmyo",14,102,"sun"
"jegidong",14,88,"sun"
"jongkak",14,102,"sun"
"jongro5",14,112,"sun"
"cheongryangri",14,76,"sun"
"kangnam",14,109,"sun"
"kangbyeon",14,66,"sun"
"keondae",14,65,"sun"
"gurodigital",14,108,"sun"
"gooui",14,67,"sun"
"kkachisan",14,16,"sun"
"nakseongdae",14,119,"sun"
"dangsan",14,101,"sun"
"daerim",14,112,"sun"
"dorimcheon",14,55,"sun"
"ttooksum",14,66,"sun"
"moonrae",14,106,"sun"
"bangbae",14,116,"sun"
"bongcheon",14,109,"sun"
"samseong",14,80,"sun"
"sangwangshipri",14,77,"sun"
"seouldaeipgu",14,113,"sun"
"seocho",14,115,"sun"
"seonreung",14,93,"sun"
"seongnae",14,66,"sun"
"seongsu",14,63,"sun"
"seongsuG",14,16,"sun"
"sindap",14,30,"sun"
"sindang",14,74,"sun"
"sindaebang",14,108,"sun"
"sindorim",14,109,"sun"
"sindorimG",14,29,"sun"
"sinrim",14,109,"sun"
"sinjeongnegeori",14,41,"sun"
"sincheon",14,77,"sun"
"sinchon",14,88,"sun"
"ahyeon",14,91,"sun"
"yangcheonguchong",14,50,"sun"
"yeoksam",14,106,"sun"
"yeongdeungpoguchong",14,107,"sun"
"wangshipri",14,73,"sun"
"yongdap",14,37,"sun"
"yongdu",14,31,"sun"
"eulji4ga",14,39,"sun"
"euljiipgu",14,64,"sun"
"ewhadae",14,89,"sun"
"jamsil",14,73,"sun"
"jonghapwoondongjang",14,80,"sun"
"chungjeongro",14,90,"sun"
"hanyangdae",14,70,"sun"
"hapjeong",14,98,"sun"
"hongdae",14,87,"sun"
"karaksijang",14,14,"sun"
"kyeongbokgoong",14,82,"sun"
"keongchalhospital",14,10,"sun"
"expressterminal",14,90,"sun"
"gupabal",14,44,"sun"
"geumho",14,94,"sun"
"southterminal",14,70,"sun"
"nokbeon",14,64,"sun"
"daecheong",14,30,"sun"
"daechi",14,34,"sun"
"dokok",14,39,"sun"
"dokripmoon",14,73,"sun"
"dongdaeipgu",14,92,"sun"
"maebong",14,43,"sun"
"mooakjae",14,72,"sun"
"boolkwang",14,59,"sun"
"suseo",14,21,"sun"
"sinsa",14,90,"sun"
"ankook",14,96,"sun"
"apgujeong",14,92,"sun"
"yaksu",14,92,"sun"
"yangjae",14,55,"sun"
"yeonsinnae",14,49,"sun"
"ogum",14,4,"sun"
"oksu",14,94,"sun"
"ilwon",14,27,"sun"
"jamwon",14,92,"sun"
"jichook",14,77,"sun"
"choongmuro",14,210,"sun"
"hakyeowool",14,32,"sun"
"hongje",14,69,"sun"
"killeum",14,79,"sun"
"namtaeryeong",14,161,"sun"
"nowon",14,27,"sun"
"dangkokae",14,5,"sun"
"dongjak",14,75,"sun"
"myeongdong",14,91,"sun"
"mia",14,68,"sun"
"mia4keori",14,73,"sun"
"samkakji",14,76,"sun"
"sangkye",14,14,"sun"
"sungsinyeodae",14,85,"sun"
"sooyou",14,60,"sun"
"sookmyeong",14,77,"sun"
"sinyongsan",14,74,"sun"
"ssangmoon",14,52,"sun"
"ichon",14,71,"sun"
"changdong",14,42,"sun"
"chongsindae",14,77,"sun"
"hanseongdae",14,90,"sun"
"hyehwa",14,95,"sun"
"hoihyeon",14,94,"sun"
"kyodae",14,203,"sun"
"dongdaemon",14,222,"sun"
"dongyeoksa",14,159,"sun"
"sadang",14,200,"sun"
"seoulstation",14,169,"sun"
"sichong",14,170,"sun"
"sinsuldong",14,110,"sun"
"eulji3ga",14,164,"sun"
"jongro3ga",14,217,"sun"
"dongmyo",15,102,"sun"
"jegidong",15,89,"sun"
"jongkak",15,106,"sun"
"jongro5",15,112,"sun"
"cheongryangri",15,78,"sun"
"kangnam",15,107,"sun"
"kangbyeon",15,66,"sun"
"keondae",15,71,"sun"
"gurodigital",15,99,"sun"
"gooui",15,72,"sun"
"kkachisan",15,13,"sun"
"nakseongdae",15,111,"sun"
"dangsan",15,96,"sun"
"daerim",15,104,"sun"
"dorimcheon",15,58,"sun"
"ttooksum",15,63,"sun"
"moonrae",15,98,"sun"
"bangbae",15,108,"sun"
"bongcheon",15,103,"sun"
"samseong",15,82,"sun"
"sangwangshipri",15,68,"sun"
"seouldaeipgu",15,106,"sun"
"seocho",15,109,"sun"
"seonreung",15,93,"sun"
"seongnae",15,68,"sun"
"seongsu",15,70,"sun"
"seongsuG",15,13,"sun"
"sindap",15,29,"sun"
"sindang",15,68,"sun"
"sindaebang",15,98,"sun"
"sindorim",15,96,"sun"
"sindorimG",15,36,"sun"
"sinrim",15,102,"sun"
"sinjeongnegeori",15,42,"sun"
"sincheon",15,77,"sun"
"sinchon",15,82,"sun"
"ahyeon",15,83,"sun"
"yangcheonguchong",15,54,"sun"
"yeoksam",15,105,"sun"
"yeongdeungpoguchong",15,98,"sun"
"wangshipri",15,64,"sun"
"yongdap",15,29,"sun"
"yongdu",15,28,"sun"
"eulji4ga",15,37,"sun"
"euljiipgu",15,60,"sun"
"ewhadae",15,81,"sun"
"jamsil",15,73,"sun"
"jonghapwoondongjang",15,78,"sun"
"chungjeongro",15,85,"sun"
"hanyangdae",15,62,"sun"
"hapjeong",15,92,"sun"
"hongdae",15,82,"sun"
"karaksijang",15,15,"sun"
"kyeongbokgoong",15,82,"sun"
"keongchalhospital",15,10,"sun"
"expressterminal",15,93,"sun"
"gupabal",15,43,"sun"
"geumho",15,93,"sun"
"southterminal",15,73,"sun"
"nokbeon",15,62,"sun"
"daecheong",15,32,"sun"
"daechi",15,35,"sun"
"dokok",15,40,"sun"
"dokripmoon",15,74,"sun"
"dongdaeipgu",15,90,"sun"
"maebong",15,44,"sun"
"mooakjae",15,71,"sun"
"boolkwang",15,59,"sun"
"suseo",15,23,"sun"
"sinsa",15,92,"sun"
"ankook",15,97,"sun"
"apgujeong",15,92,"sun"
"yaksu",15,91,"sun"
"yangjae",15,56,"sun"
"yeonsinnae",15,47,"sun"
"ogum",15,5,"sun"
"oksu",15,92,"sun"
"ilwon",15,28,"sun"
"jamwon",15,94,"sun"
"jichook",15,73,"sun"
"choongmuro",15,207,"sun"
"hakyeowool",15,33,"sun"
"hongje",15,67,"sun"
"killeum",15,76,"sun"
"namtaeryeong",15,130,"sun"
"nowon",15,24,"sun"
"dangkokae",15,4,"sun"
"dongjak",15,78,"sun"
"myeongdong",15,93,"sun"
"mia",15,63,"sun"
"mia4keori",15,70,"sun"
"samkakji",15,79,"sun"
"sangkye",15,12,"sun"
"sungsinyeodae",15,83,"sun"
"sooyou",15,57,"sun"
"sookmyeong",15,77,"sun"
"sinyongsan",15,79,"sun"
"ssangmoon",15,46,"sun"
"ichon",15,79,"sun"
"changdong",15,38,"sun"
"chongsindae",15,76,"sun"
"hanseongdae",15,89,"sun"
"hyehwa",15,99,"sun"
"hoihyeon",15,93,"sun"
"kyodae",15,204,"sun"
"dongdaemon",15,220,"sun"
"dongyeoksa",15,155,"sun"
"sadang",15,186,"sun"
"seoulstation",15,171,"sun"
"sichong",15,171,"sun"
"sinsuldong",15,111,"sun"
"eulji3ga",15,158,"sun"
"jongro3ga",15,218,"sun"
"dongmyo",16,117,"sun"
"jegidong",16,111,"sun"
"jongkak",16,123,"sun"
"jongro5",16,129,"sun"
"cheongryangri",16,93,"sun"
"kangnam",16,103,"sun"
"kangbyeon",16,65,"sun"
"keondae",16,67,"sun"
"gurodigital",16,92,"sun"
"gooui",16,68,"sun"
"kkachisan",16,15,"sun"
"nakseongdae",16,102,"sun"
"dangsan",16,91,"sun"
"daerim",16,95,"sun"
"dorimcheon",16,61,"sun"
"ttooksum",16,62,"sun"
"moonrae",16,94,"sun"
"bangbae",16,105,"sun"
"bongcheon",16,93,"sun"
"samseong",16,76,"sun"
"sangwangshipri",16,68,"sun"
"seouldaeipgu",16,96,"sun"
"seocho",16,105,"sun"
"seonreung",16,87,"sun"
"seongnae",16,66,"sun"
"seongsu",16,65,"sun"
"seongsuG",16,12,"sun"
"sindap",16,39,"sun"
"sindang",16,67,"sun"
"sindaebang",16,92,"sun"
"sindorim",16,87,"sun"
"sindorimG",16,40,"sun"
"sinrim",16,91,"sun"
"sinjeongnegeori",16,44,"sun"
"sincheon",16,71,"sun"
"sinchon",16,77,"sun"
"ahyeon",16,79,"sun"
"yangcheonguchong",16,55,"sun"
"yeoksam",16,101,"sun"
"yeongdeungpoguchong",16,91,"sun"
"wangshipri",16,63,"sun"
"yongdap",16,32,"sun"
"yongdu",16,30,"sun"
"eulji4ga",16,34,"sun"
"euljiipgu",16,60,"sun"
"ewhadae",16,79,"sun"
"jamsil",16,71,"sun"
"jonghapwoondongjang",16,73,"sun"
"chungjeongro",16,80,"sun"
"hanyangdae",16,62,"sun"
"hapjeong",16,87,"sun"
"hongdae",16,77,"sun"
"karaksijang",16,15,"sun"
"kyeongbokgoong",16,90,"sun"
"keongchalhospital",16,10,"sun"
"expressterminal",16,96,"sun"
"gupabal",16,49,"sun"
"geumho",16,100,"sun"
"southterminal",16,77,"sun"
"nokbeon",16,67,"sun"
"daecheong",16,33,"sun"
"daechi",16,37,"sun"
"dokok",16,42,"sun"
"dokripmoon",16,79,"sun"
"dongdaeipgu",16,102,"sun"
"maebong",16,46,"sun"
"mooakjae",16,76,"sun"
"boolkwang",16,63,"sun"
"suseo",16,24,"sun"
"sinsa",16,100,"sun"
"ankook",16,107,"sun"
"apgujeong",16,101,"sun"
"yaksu",16,98,"sun"
"yangjae",16,60,"sun"
"yeonsinnae",16,51,"sun"
"ogum",16,5,"sun"
"oksu",16,99,"sun"
"ilwon",16,30,"sun"
"jamwon",16,99,"sun"
"jichook",16,81,"sun"
"choongmuro",16,215,"sun"
"hakyeowool",16,36,"sun"
"hongje",16,73,"sun"
"killeum",16,76,"sun"
"namtaeryeong",16,142,"sun"
"nowon",16,26,"sun"
"dangkokae",16,4,"sun"
"dongjak",16,74,"sun"
"myeongdong",16,96,"sun"
"mia",16,64,"sun"
"mia4keori",16,68,"sun"
"samkakji",16,77,"sun"
"sangkye",16,12,"sun"
"sungsinyeodae",16,83,"sun"
"sooyou",16,56,"sun"
"sookmyeong",16,79,"sun"
"sinyongsan",16,75,"sun"
"ssangmoon",16,48,"sun"
"ichon",16,75,"sun"
"changdong",16,40,"sun"
"chongsindae",16,73,"sun"
"hanseongdae",16,89,"sun"
"hyehwa",16,100,"sun"
"hoihyeon",16,95,"sun"
"kyodae",16,202,"sun"
"dongdaemon",16,235,"sun"
"dongyeoksa",16,153,"sun"
"sadang",16,177,"sun"
"seoulstation",16,184,"sun"
"sichong",16,186,"sun"
"sinsuldong",16,132,"sun"
"eulji3ga",16,163,"sun"
"jongro3ga",16,243,"sun"
"dongmyo",17,107,"sun"
"jegidong",17,100,"sun"
"jongkak",17,111,"sun"
"jongro5",17,114,"sun"
"cheongryangri",17,91,"sun"
"kangnam",17,91,"sun"
"kangbyeon",17,55,"sun"
"keondae",17,59,"sun"
"gurodigital",17,89,"sun"
"gooui",17,58,"sun"
"kkachisan",17,13,"sun"
"nakseongdae",17,96,"sun"
"dangsan",17,93,"sun"
"daerim",17,93,"sun"
"dorimcheon",17,65,"sun"
"ttooksum",17,58,"sun"
"moonrae",17,95,"sun"
"bangbae",17,94,"sun"
"bongcheon",17,88,"sun"
"samseong",17,67,"sun"
"sangwangshipri",17,65,"sun"
"seouldaeipgu",17,91,"sun"
"seocho",17,92,"sun"
"seonreung",17,76,"sun"
"seongnae",17,56,"sun"
"seongsu",17,59,"sun"
"seongsuG",17,13,"sun"
"sindap",17,30,"sun"
"sindang",17,66,"sun"
"sindaebang",17,86,"sun"
"sindorim",17,90,"sun"
"sindorimG",17,47,"sun"
"sinrim",17,85,"sun"
"sinjeongnegeori",17,46,"sun"
"sincheon",17,62,"sun"
"sinchon",17,82,"sun"
"ahyeon",17,82,"sun"
"yangcheonguchong",17,59,"sun"
"yeoksam",17,87,"sun"
"yeongdeungpoguchong",17,93,"sun"
"wangshipri",17,60,"sun"
"yongdap",17,35,"sun"
"yongdu",17,29,"sun"
"eulji4ga",17,35,"sun"
"euljiipgu",17,61,"sun"
"ewhadae",17,82,"sun"
"jamsil",17,61,"sun"
"jonghapwoondongjang",17,64,"sun"
"chungjeongro",17,82,"sun"
"hanyangdae",17,59,"sun"
"hapjeong",17,90,"sun"
"hongdae",17,82,"sun"
"karaksijang",17,16,"sun"
"kyeongbokgoong",17,89,"sun"
"keongchalhospital",17,10,"sun"
"expressterminal",17,96,"sun"
"gupabal",17,46,"sun"
"geumho",17,99,"sun"
"southterminal",17,76,"sun"
"nokbeon",17,67,"sun"
"daecheong",17,32,"sun"
"daechi",17,37,"sun"
"dokok",17,41,"sun"
"dokripmoon",17,79,"sun"
"dongdaeipgu",17,98,"sun"
"maebong",17,46,"sun"
"mooakjae",17,76,"sun"
"boolkwang",17,63,"sun"
"suseo",17,24,"sun"
"sinsa",17,98,"sun"
"ankook",17,104,"sun"
"apgujeong",17,99,"sun"
"yaksu",17,96,"sun"
"yangjae",17,59,"sun"
"yeonsinnae",17,51,"sun"
"ogum",17,5,"sun"
"oksu",17,98,"sun"
"ilwon",17,29,"sun"
"jamwon",17,98,"sun"
"jichook",17,73,"sun"
"choongmuro",17,214,"sun"
"hakyeowool",17,34,"sun"
"hongje",17,72,"sun"
"killeum",17,78,"sun"
"namtaeryeong",17,170,"sun"
"nowon",17,25,"sun"
"dangkokae",17,4,"sun"
"dongjak",17,81,"sun"
"myeongdong",17,97,"sun"
"mia",17,65,"sun"
"mia4keori",17,71,"sun"
"samkakji",17,78,"sun"
"sangkye",17,12,"sun"
"sungsinyeodae",17,83,"sun"
"sooyou",17,58,"sun"
"sookmyeong",17,78,"sun"
"sinyongsan",17,80,"sun"
"ssangmoon",17,48,"sun"
"ichon",17,79,"sun"
"changdong",17,41,"sun"
"chongsindae",17,77,"sun"
"hanseongdae",17,88,"sun"
"hyehwa",17,104,"sun"
"hoihyeon",17,93,"sun"
"kyodae",17,187,"sun"
"dongdaemon",17,224,"sun"
"dongyeoksa",17,156,"sun"
"sadang",17,173,"sun"
"seoulstation",17,168,"sun"
"sichong",17,173,"sun"
"sinsuldong",17,124,"sun"
"eulji3ga",17,159,"sun"
"jongro3ga",17,223,"sun"
"dongmyo",18,86,"sun"
"jegidong",18,80,"sun"
"jongkak",18,90,"sun"
"jongro5",18,94,"sun"
"cheongryangri",18,75,"sun"
"kangnam",18,89,"sun"
"kangbyeon",18,56,"sun"
"keondae",18,56,"sun"
"gurodigital",18,88,"sun"
"gooui",18,58,"sun"
"kkachisan",18,12,"sun"
"nakseongdae",18,98,"sun"
"dangsan",18,86,"sun"
"daerim",18,90,"sun"
"dorimcheon",18,66,"sun"
"ttooksum",18,55,"sun"
"moonrae",18,88,"sun"
"bangbae",18,93,"sun"
"bongcheon",18,91,"sun"
"samseong",18,69,"sun"
"sangwangshipri",18,61,"sun"
"seouldaeipgu",18,92,"sun"
"seocho",18,92,"sun"
"seonreung",18,77,"sun"
"seongnae",18,55,"sun"
"seongsu",18,57,"sun"
"seongsuG",18,14,"sun"
"sindap",18,29,"sun"
"sindang",18,60,"sun"
"sindaebang",18,87,"sun"
"sindorim",18,78,"sun"
"sindorimG",18,48,"sun"
"sinrim",18,85,"sun"
"sinjeongnegeori",18,45,"sun"
"sincheon",18,60,"sun"
"sinchon",18,74,"sun"
"ahyeon",18,76,"sun"
"yangcheonguchong",18,56,"sun"
"yeoksam",18,85,"sun"
"yeongdeungpoguchong",18,86,"sun"
"wangshipri",18,57,"sun"
"yongdap",18,31,"sun"
"yongdu",18,29,"sun"
"eulji4ga",18,32,"sun"
"euljiipgu",18,61,"sun"
"ewhadae",18,76,"sun"
"jamsil",18,59,"sun"
"jonghapwoondongjang",18,62,"sun"
"chungjeongro",18,78,"sun"
"hanyangdae",18,55,"sun"
"hapjeong",18,85,"sun"
"hongdae",18,76,"sun"
"karaksijang",18,15,"sun"
"kyeongbokgoong",18,87,"sun"
"keongchalhospital",18,10,"sun"
"expressterminal",18,98,"sun"
"gupabal",18,47,"sun"
"geumho",18,99,"sun"
"southterminal",18,78,"sun"
"nokbeon",18,66,"sun"
"daecheong",18,32,"sun"
"daechi",18,38,"sun"
"dokok",18,41,"sun"
"dokripmoon",18,80,"sun"
"dongdaeipgu",18,100,"sun"
"maebong",18,46,"sun"
"mooakjae",18,78,"sun"
"boolkwang",18,61,"sun"
"suseo",18,24,"sun"
"sinsa",18,101,"sun"
"ankook",18,98,"sun"
"apgujeong",18,103,"sun"
"yaksu",18,95,"sun"
"yangjae",18,61,"sun"
"yeonsinnae",18,46,"sun"
"ogum",18,4,"sun"
"oksu",18,98,"sun"
"ilwon",18,30,"sun"
"jamwon",18,98,"sun"
"jichook",18,66,"sun"
"choongmuro",18,213,"sun"
"hakyeowool",18,35,"sun"
"hongje",18,72,"sun"
"killeum",18,75,"sun"
"namtaeryeong",18,200,"sun"
"nowon",18,24,"sun"
"dangkokae",18,3,"sun"
"dongjak",18,79,"sun"
"myeongdong",18,95,"sun"
"mia",18,64,"sun"
"mia4keori",18,68,"sun"
"samkakji",18,76,"sun"
"sangkye",18,10,"sun"
"sungsinyeodae",18,83,"sun"
"sooyou",18,57,"sun"
"sookmyeong",18,75,"sun"
"sinyongsan",18,78,"sun"
"ssangmoon",18,47,"sun"
"ichon",18,77,"sun"
"changdong",18,41,"sun"
"chongsindae",18,78,"sun"
"hanseongdae",18,88,"sun"
"hyehwa",18,104,"sun"
"hoihyeon",18,90,"sun"
"kyodae",18,187,"sun"
"dongdaemon",18,200,"sun"
"dongyeoksa",18,149,"sun"
"sadang",18,188,"sun"
"seoulstation",18,155,"sun"
"sichong",18,152,"sun"
"sinsuldong",18,104,"sun"
"eulji3ga",18,155,"sun"
"jongro3ga",18,199,"sun"
"dongmyo",19,65,"sun"
"jegidong",19,61,"sun"
"jongkak",19,79,"sun"
"jongro5",19,74,"sun"
"cheongryangri",19,56,"sun"
"kangnam",19,82,"sun"
"kangbyeon",19,52,"sun"
"keondae",19,51,"sun"
"gurodigital",19,79,"sun"
"gooui",19,52,"sun"
"kkachisan",19,9,"sun"
"nakseongdae",19,85,"sun"
"dangsan",19,78,"sun"
"daerim",19,84,"sun"
"dorimcheon",19,56,"sun"
"ttooksum",19,48,"sun"
"moonrae",19,77,"sun"
"bangbae",19,84,"sun"
"bongcheon",19,77,"sun"
"samseong",19,61,"sun"
"sangwangshipri",19,52,"sun"
"seouldaeipgu",19,81,"sun"
"seocho",19,84,"sun"
"seonreung",19,63,"sun"
"seongnae",19,50,"sun"
"seongsu",19,48,"sun"
"seongsuG",19,12,"sun"
"sindap",19,21,"sun"
"sindang",19,52,"sun"
"sindaebang",19,74,"sun"
"sindorim",19,69,"sun"
"sindorimG",19,43,"sun"
"sinrim",19,74,"sun"
"sinjeongnegeori",19,37,"sun"
"sincheon",19,55,"sun"
"sinchon",19,66,"sun"
"ahyeon",19,66,"sun"
"yangcheonguchong",19,50,"sun"
"yeoksam",19,77,"sun"
"yeongdeungpoguchong",19,75,"sun"
"wangshipri",19,48,"sun"
"yongdap",19,18,"sun"
"yongdu",19,21,"sun"
"eulji4ga",19,28,"sun"
"euljiipgu",19,53,"sun"
"ewhadae",19,66,"sun"
"jamsil",19,54,"sun"
"jonghapwoondongjang",19,56,"sun"
"chungjeongro",19,66,"sun"
"hanyangdae",19,48,"sun"
"hapjeong",19,73,"sun"
"hongdae",19,68,"sun"
"karaksijang",19,11,"sun"
"kyeongbokgoong",19,64,"sun"
"keongchalhospital",19,7,"sun"
"expressterminal",19,79,"sun"
"gupabal",19,32,"sun"
"geumho",19,73,"sun"
"southterminal",19,58,"sun"
"nokbeon",19,52,"sun"
"daecheong",19,24,"sun"
"daechi",19,28,"sun"
"dokok",19,32,"sun"
"dokripmoon",19,60,"sun"
"dongdaeipgu",19,73,"sun"
"maebong",19,35,"sun"
"mooakjae",19,58,"sun"
"boolkwang",19,48,"sun"
"suseo",19,17,"sun"
"sinsa",19,75,"sun"
"ankook",19,71,"sun"
"apgujeong",19,75,"sun"
"yaksu",19,70,"sun"
"yangjae",19,44,"sun"
"yeonsinnae",19,37,"sun"
"ogum",19,3,"sun"
"oksu",19,71,"sun"
"ilwon",19,22,"sun"
"jamwon",19,73,"sun"
"jichook",19,56,"sun"
"choongmuro",19,159,"sun"
"hakyeowool",19,27,"sun"
"hongje",19,55,"sun"
"killeum",19,62,"sun"
"namtaeryeong",19,113,"sun"
"nowon",19,19,"sun"
"dangkokae",19,2,"sun"
"dongjak",19,58,"sun"
"myeongdong",19,75,"sun"
"mia",19,52,"sun"
"mia4keori",19,57,"sun"
"samkakji",19,55,"sun"
"sangkye",19,7,"sun"
"sungsinyeodae",19,68,"sun"
"sooyou",19,45,"sun"
"sookmyeong",19,56,"sun"
"sinyongsan",19,56,"sun"
"ssangmoon",19,37,"sun"
"ichon",19,57,"sun"
"changdong",19,31,"sun"
"chongsindae",19,55,"sun"
"hanseongdae",19,72,"sun"
"hyehwa",19,84,"sun"
"hoihyeon",19,69,"sun"
"kyodae",19,157,"sun"
"dongdaemon",19,155,"sun"
"dongyeoksa",19,116,"sun"
"sadang",19,144,"sun"
"seoulstation",19,125,"sun"
"sichong",19,130,"sun"
"sinsuldong",19,77,"sun"
"eulji3ga",19,122,"sun"
"jongro3ga",19,153,"sun"
"dongmyo",20,56,"sun"
"jegidong",20,53,"sun"
"jongkak",20,68,"sun"
"jongro5",20,64,"sun"
"cheongryangri",20,50,"sun"
"kangnam",20,92,"sun"
"kangbyeon",20,56,"sun"
"keondae",20,55,"sun"
"gurodigital",20,76,"sun"
"gooui",20,56,"sun"
"kkachisan",20,8,"sun"
"nakseongdae",20,85,"sun"
"dangsan",20,86,"sun"
"daerim",20,78,"sun"
"dorimcheon",20,47,"sun"
"ttooksum",20,53,"sun"
"moonrae",20,91,"sun"
"bangbae",20,88,"sun"
"bongcheon",20,80,"sun"
"samseong",20,77,"sun"
"sangwangshipri",20,59,"sun"
"seouldaeipgu",20,82,"sun"
"seocho",20,88,"sun"
"seonreung",20,75,"sun"
"seongnae",20,53,"sun"
"seongsu",20,55,"sun"
"seongsuG",20,13,"sun"
"sindap",20,16,"sun"
"sindang",20,58,"sun"
"sindaebang",20,77,"sun"
"sindorim",20,75,"sun"
"sindorimG",20,35,"sun"
"sinrim",20,75,"sun"
"sinjeongnegeori",20,33,"sun"
"sincheon",20,57,"sun"
"sinchon",20,80,"sun"
"ahyeon",20,76,"sun"
"yangcheonguchong",20,41,"sun"
"yeoksam",20,85,"sun"
"yeongdeungpoguchong",20,91,"sun"
"wangshipri",20,55,"sun"
"yongdap",20,19,"sun"
"yongdu",20,16,"sun"
"eulji4ga",20,33,"sun"
"euljiipgu",20,67,"sun"
"ewhadae",20,75,"sun"
"jamsil",20,57,"sun"
"jonghapwoondongjang",20,62,"sun"
"chungjeongro",20,77,"sun"
"hanyangdae",20,54,"sun"
"hapjeong",20,87,"sun"
"hongdae",20,85,"sun"
"karaksijang",20,11,"sun"
"kyeongbokgoong",20,58,"sun"
"keongchalhospital",20,8,"sun"
"expressterminal",20,75,"sun"
"gupabal",20,25,"sun"
"geumho",20,69,"sun"
"southterminal",20,58,"sun"
"nokbeon",20,43,"sun"
"daecheong",20,22,"sun"
"daechi",20,26,"sun"
"dokok",20,28,"sun"
"dokripmoon",20,54,"sun"
"dongdaeipgu",20,67,"sun"
"maebong",20,32,"sun"
"mooakjae",20,52,"sun"
"boolkwang",20,40,"sun"
"suseo",20,15,"sun"
"sinsa",20,71,"sun"
"ankook",20,64,"sun"
"apgujeong",20,75,"sun"
"yaksu",20,66,"sun"
"yangjae",20,41,"sun"
"yeonsinnae",20,31,"sun"
"ogum",20,2,"sun"
"oksu",20,69,"sun"
"ilwon",20,21,"sun"
"jamwon",20,69,"sun"
"jichook",20,38,"sun"
"choongmuro",20,149,"sun"
"hakyeowool",20,24,"sun"
"hongje",20,48,"sun"
"killeum",20,61,"sun"
"namtaeryeong",20,101,"sun"
"nowon",20,19,"sun"
"dangkokae",20,1,"sun"
"dongjak",20,56,"sun"
"myeongdong",20,75,"sun"
"mia",20,51,"sun"
"mia4keori",20,57,"sun"
"samkakji",20,53,"sun"
"sangkye",20,7,"sun"
"sungsinyeodae",20,66,"sun"
"sooyou",20,43,"sun"
"sookmyeong",20,52,"sun"
"sinyongsan",20,55,"sun"
"ssangmoon",20,35,"sun"
"ichon",20,54,"sun"
"changdong",20,28,"sun"
"chongsindae",20,55,"sun"
"hanseongdae",20,64,"sun"
"hyehwa",20,80,"sun"
"hoihyeon",20,68,"sun"
"kyodae",20,155,"sun"
"dongdaemon",20,139,"sun"
"dongyeoksa",20,121,"sun"
"sadang",20,142,"sun"
