"stname","clock","crazy","day"
"ilwon",9,35,"satur"
"jamwon",9,102,"satur"
"jichook",9,75,"satur"
"choongmuro",9,215,"satur"
"hakyeowool",9,41,"satur"
"hongje",9,96,"satur"
"killeum",9,103,"satur"
"namtaeryeong",9,152,"satur"
"nowon",9,31,"satur"
"dangkokae",9,5,"satur"
"dongjak",9,85,"satur"
"myeongdong",9,92,"satur"
"mia",9,87,"satur"
"mia4keori",9,95,"satur"
"samkakji",9,80,"satur"
"sangkye",9,18,"satur"
"sungsinyeodae",9,107,"satur"
"sooyou",9,79,"satur"
"sookmyeong",9,78,"satur"
"sinyongsan",9,80,"satur"
"ssangmoon",9,66,"satur"
"ichon",9,81,"satur"
"changdong",9,49,"satur"
"chongsindae",9,87,"satur"
"hanseongdae",9,112,"satur"
"hyehwa",9,115,"satur"
"hoihyeon",9,85,"satur"
"kyodae",9,223,"satur"
"dongdaemon",9,216,"satur"
"dongyeoksa",9,162,"satur"
"sadang",9,214,"satur"
"seoulstation",9,152,"satur"
"sichong",9,136,"satur"
"sinsuldong",9,105,"satur"
"eulji3ga",9,157,"satur"
"jongro3ga",9,215,"satur"
"dongmyo",10,88,"satur"
"jegidong",10,86,"satur"
"jongkak",10,83,"satur"
"jongro5",10,91,"satur"
"cheongryangri",10,72,"satur"
"kangnam",10,114,"satur"
"kangbyeon",10,67,"satur"
"keondae",10,67,"satur"
"gurodigital",10,106,"satur"
"gooui",10,67,"satur"
"kkachisan",10,23,"satur"
"nakseongdae",10,123,"satur"
"dangsan",10,103,"satur"
"daerim",10,109,"satur"
"dorimcheon",10,63,"satur"
"ttooksum",10,65,"satur"
"moonrae",10,109,"satur"
"bangbae",10,130,"satur"
"bongcheon",10,110,"satur"
"samseong",10,77,"satur"
"sangwangshipri",10,72,"satur"
"seouldaeipgu",10,119,"satur"
"seocho",10,128,"satur"
"seonreung",10,96,"satur"
"seongnae",10,65,"satur"
"seongsu",10,61,"satur"
"seongsuG",10,12,"satur"
"sindap",10,29,"satur"
"sindang",10,70,"satur"
"sindaebang",10,102,"satur"
"sindorim",10,104,"satur"
"sindorimG",10,24,"satur"
"sinrim",10,108,"satur"
"sinjeongnegeori",10,51,"satur"
"sincheon",10,78,"satur"
"sinchon",10,80,"satur"
"ahyeon",10,83,"satur"
"yangcheonguchong",10,61,"satur"
"yeoksam",10,113,"satur"
"yeongdeungpoguchong",10,107,"satur"
"wangshipri",10,68,"satur"
"yongdap",10,31,"satur"
"yongdu",10,28,"satur"
"eulji4ga",10,35,"satur"
"euljiipgu",10,54,"satur"
"ewhadae",10,80,"satur"
"jamsil",10,70,"satur"
"jonghapwoondongjang",10,78,"satur"
"chungjeongro",10,83,"satur"
"hanyangdae",10,65,"satur"
"hapjeong",10,98,"satur"
"hongdae",10,89,"satur"
"karaksijang",10,20,"satur"
"kyeongbokgoong",10,92,"satur"
"keongchalhospital",10,12,"satur"
"expressterminal",10,100,"satur"
"gupabal",10,51,"satur"
"geumho",10,97,"satur"
"southterminal",10,82,"satur"
"nokbeon",10,79,"satur"
"daecheong",10,37,"satur"
"daechi",10,41,"satur"
"dokok",10,47,"satur"
"dokripmoon",10,89,"satur"
"dongdaeipgu",10,92,"satur"
"maebong",10,50,"satur"
"mooakjae",10,85,"satur"
"boolkwang",10,72,"satur"
"suseo",10,28,"satur"
"sinsa",10,88,"satur"
"ankook",10,99,"satur"
"apgujeong",10,89,"satur"
"yaksu",10,98,"satur"
"yangjae",10,61,"satur"
"yeonsinnae",10,63,"satur"
"ogum",10,7,"satur"
"oksu",10,98,"satur"
"ilwon",10,32,"satur"
"jamwon",10,96,"satur"
"jichook",10,63,"satur"
"choongmuro",10,199,"satur"
"hakyeowool",10,37,"satur"
"hongje",10,83,"satur"
"killeum",10,85,"satur"
"namtaeryeong",10,170,"satur"
"nowon",10,25,"satur"
"dangkokae",10,4,"satur"
"dongjak",10,76,"satur"
"myeongdong",10,83,"satur"
"mia",10,68,"satur"
"mia4keori",10,76,"satur"
"samkakji",10,72,"satur"
"sangkye",10,14,"satur"
"sungsinyeodae",10,90,"satur"
"sooyou",10,62,"satur"
"sookmyeong",10,72,"satur"
"sinyongsan",10,70,"satur"
"ssangmoon",10,53,"satur"
"ichon",10,71,"satur"
"changdong",10,39,"satur"
"chongsindae",10,79,"satur"
"hanseongdae",10,95,"satur"
"hyehwa",10,98,"satur"
"hoihyeon",10,80,"satur"
"kyodae",10,222,"satur"
"dongdaemon",10,196,"satur"
"dongyeoksa",10,148,"satur"
"sadang",10,215,"satur"
"seoulstation",10,151,"satur"
"sichong",10,145,"satur"
"sinsuldong",10,102,"satur"
"eulji3ga",10,156,"satur"
"jongro3ga",10,197,"satur"
"dongmyo",11,98,"satur"
"jegidong",11,92,"satur"
"jongkak",11,96,"satur"
"jongro5",11,104,"satur"
"cheongryangri",11,87,"satur"
"kangnam",11,128,"satur"
"kangbyeon",11,73,"satur"
"keondae",11,71,"satur"
"gurodigital",11,121,"satur"
"gooui",11,72,"satur"
"kkachisan",11,22,"satur"
"nakseongdae",11,137,"satur"
"dangsan",11,108,"satur"
"daerim",11,123,"satur"
"dorimcheon",11,63,"satur"
"ttooksum",11,69,"satur"
"moonrae",11,117,"satur"
"bangbae",11,137,"satur"
"bongcheon",11,126,"satur"
"samseong",11,85,"satur"
"sangwangshipri",11,75,"satur"
"seouldaeipgu",11,132,"satur"
"seocho",11,137,"satur"
"seonreung",11,107,"satur"
"seongnae",11,71,"satur"
"seongsu",11,70,"satur"
"seongsuG",11,13,"satur"
"sindap",11,29,"satur"
"sindang",11,73,"satur"
"sindaebang",11,119,"satur"
"sindorim",11,118,"satur"
"sindorimG",11,24,"satur"
"sinrim",11,126,"satur"
"sinjeongnegeori",11,51,"satur"
"sincheon",11,86,"satur"
"sinchon",11,83,"satur"
"ahyeon",11,85,"satur"
"yangcheonguchong",11,60,"satur"
"yeoksam",11,123,"satur"
"yeongdeungpoguchong",11,113,"satur"
"wangshipri",11,72,"satur"
"yongdap",11,31,"satur"
"yongdu",11,27,"satur"
"eulji4ga",11,37,"satur"
"euljiipgu",11,57,"satur"
"ewhadae",11,83,"satur"
"jamsil",11,81,"satur"
"jonghapwoondongjang",11,87,"satur"
"chungjeongro",11,85,"satur"
"hanyangdae",11,68,"satur"
"hapjeong",11,98,"satur"
"hongdae",11,87,"satur"
"karaksijang",11,19,"satur"
"kyeongbokgoong",11,97,"satur"
"keongchalhospital",11,12,"satur"
"expressterminal",11,128,"satur"
"gupabal",11,47,"satur"
"geumho",11,114,"satur"
"southterminal",11,100,"satur"
"nokbeon",11,79,"satur"
"daecheong",11,40,"satur"
"daechi",11,46,"satur"
"dokok",11,53,"satur"
"dokripmoon",11,90,"satur"
"dongdaeipgu",11,107,"satur"
"maebong",11,58,"satur"
"mooakjae",11,89,"satur"
"boolkwang",11,70,"satur"
"suseo",11,29,"satur"
"sinsa",11,114,"satur"
"ankook",11,107,"satur"
"apgujeong",11,109,"satur"
"yaksu",11,114,"satur"
"yangjae",11,72,"satur"
"yeonsinnae",11,61,"satur"
"ogum",11,7,"satur"
"oksu",11,115,"satur"
"ilwon",11,36,"satur"
"jamwon",11,120,"satur"
"jichook",11,69,"satur"
"choongmuro",11,216,"satur"
"hakyeowool",11,42,"satur"
"hongje",11,86,"satur"
"killeum",11,82,"satur"
"namtaeryeong",11,149,"satur"
"nowon",11,25,"satur"
"dangkokae",11,4,"satur"
"dongjak",11,77,"satur"
"myeongdong",11,86,"satur"
"mia",11,68,"satur"
"mia4keori",11,74,"satur"
"samkakji",11,76,"satur"
"sangkye",11,13,"satur"
"sungsinyeodae",11,90,"satur"
"sooyou",11,62,"satur"
"sookmyeong",11,76,"satur"
"sinyongsan",11,78,"satur"
"ssangmoon",11,51,"satur"
"ichon",11,77,"satur"
"changdong",11,39,"satur"
"chongsindae",11,80,"satur"
"hanseongdae",11,95,"satur"
"hyehwa",11,99,"satur"
"hoihyeon",11,84,"satur"
"kyodae",11,256,"satur"
"dongdaemon",11,206,"satur"
"dongyeoksa",11,154,"satur"
"sadang",11,218,"satur"
"seoulstation",11,167,"satur"
"sichong",11,164,"satur"
"sinsuldong",11,116,"satur"
"eulji3ga",11,173,"satur"
"jongro3ga",11,222,"satur"
"dongmyo",12,119,"satur"
"jegidong",12,104,"satur"
"jongkak",12,115,"satur"
"jongro5",12,126,"satur"
"cheongryangri",12,93,"satur"
"kangnam",12,143,"satur"
"kangbyeon",12,90,"satur"
"keondae",12,87,"satur"
"gurodigital",12,128,"satur"
"gooui",12,88,"satur"
"kkachisan",12,26,"satur"
"nakseongdae",12,143,"satur"
"dangsan",12,129,"satur"
"daerim",12,132,"satur"
"dorimcheon",12,77,"satur"
"ttooksum",12,87,"satur"
"moonrae",12,130,"satur"
"bangbae",12,150,"satur"
"bongcheon",12,131,"satur"
"samseong",12,102,"satur"
"sangwangshipri",12,95,"satur"
"seouldaeipgu",12,137,"satur"
"seocho",12,150,"satur"
"seonreung",12,124,"satur"
"seongnae",12,88,"satur"
"seongsu",12,88,"satur"
"seongsuG",12,16,"satur"
"sindap",12,34,"satur"
"sindang",12,94,"satur"
"sindaebang",12,126,"satur"
"sindorim",12,133,"satur"
"sindorimG",12,34,"satur"
"sinrim",12,129,"satur"
"sinjeongnegeori",12,59,"satur"
"sincheon",12,104,"satur"
"sinchon",12,105,"satur"
"ahyeon",12,109,"satur"
"yangcheonguchong",12,71,"satur"
"yeoksam",12,142,"satur"
"yeongdeungpoguchong",12,130,"satur"
"wangshipri",12,90,"satur"
"yongdap",12,34,"satur"
"yongdu",12,31,"satur"
"eulji4ga",12,49,"satur"
"euljiipgu",12,73,"satur"
"ewhadae",12,105,"satur"
"jamsil",12,98,"satur"
"jonghapwoondongjang",12,101,"satur"
"chungjeongro",12,110,"satur"
"hanyangdae",12,88,"satur"
"hapjeong",12,118,"satur"
"hongdae",12,105,"satur"
"karaksijang",12,22,"satur"
"kyeongbokgoong",12,94,"satur"
"keongchalhospital",12,15,"satur"
"expressterminal",12,128,"satur"
"gupabal",12,48,"satur"
"geumho",12,117,"satur"
"southterminal",12,104,"satur"
"nokbeon",12,75,"satur"
"daecheong",12,43,"satur"
"daechi",12,49,"satur"
"dokok",12,56,"satur"
"dokripmoon",12,86,"satur"
"dongdaeipgu",12,111,"satur"
"maebong",12,62,"satur"
"mooakjae",12,84,"satur"
"boolkwang",12,67,"satur"
"suseo",12,31,"satur"
"sinsa",12,116,"satur"
"ankook",12,108,"satur"
"apgujeong",12,115,"satur"
"yaksu",12,114,"satur"
"yangjae",12,78,"satur"
"yeonsinnae",12,56,"satur"
"ogum",12,8,"satur"
"oksu",12,118,"satur"
"ilwon",12,39,"satur"
"jamwon",12,122,"satur"
"jichook",12,85,"satur"
"choongmuro",12,231,"satur"
"hakyeowool",12,45,"satur"
"hongje",12,82,"satur"
"killeum",12,87,"satur"
"namtaeryeong",12,186,"satur"
"nowon",12,27,"satur"
"dangkokae",12,4,"satur"
"dongjak",12,86,"satur"
"myeongdong",12,95,"satur"
"mia",12,69,"satur"
"mia4keori",12,79,"satur"
"samkakji",12,81,"satur"
"sangkye",12,14,"satur"
"sungsinyeodae",12,95,"satur"
"sooyou",12,64,"satur"
"sookmyeong",12,86,"satur"
"sinyongsan",12,81,"satur"
"ssangmoon",12,53,"satur"
"ichon",12,82,"satur"
"changdong",12,42,"satur"
"chongsindae",12,88,"satur"
"hanseongdae",12,100,"satur"
"hyehwa",12,106,"satur"
"hoihyeon",12,97,"satur"
"kyodae",12,273,"satur"
"dongdaemon",12,249,"satur"
"dongyeoksa",12,181,"satur"
"sadang",12,238,"satur"
"seoulstation",12,190,"satur"
"sichong",12,194,"satur"
"sinsuldong",12,127,"satur"
"eulji3ga",12,186,"satur"
"jongro3ga",12,244,"satur"
"dongmyo",13,124,"satur"
"jegidong",13,110,"satur"
"jongkak",13,125,"satur"
"jongro5",13,136,"satur"
"cheongryangri",13,97,"satur"
"kangnam",13,170,"satur"
"kangbyeon",13,97,"satur"
"keondae",13,97,"satur"
"gurodigital",13,150,"satur"
"gooui",13,98,"satur"
"kkachisan",13,24,"satur"
"nakseongdae",13,168,"satur"
"dangsan",13,143,"satur"
"daerim",13,156,"satur"
"dorimcheon",13,77,"satur"
"ttooksum",13,91,"satur"
"moonrae",13,143,"satur"
"bangbae",13,177,"satur"
"bongcheon",13,153,"satur"
"samseong",13,120,"satur"
"sangwangshipri",13,97,"satur"
"seouldaeipgu",13,161,"satur"
"seocho",13,177,"satur"
"seonreung",13,147,"satur"
"seongnae",13,98,"satur"
"seongsu",13,94,"satur"
"seongsuG",13,18,"satur"
"sindap",13,39,"satur"
"sindang",13,99,"satur"
"sindaebang",13,147,"satur"
"sindorim",13,146,"satur"
"sindorimG",13,37,"satur"
"sinrim",13,149,"satur"
"sinjeongnegeori",13,58,"satur"
"sincheon",13,115,"satur"
"sinchon",13,113,"satur"
"ahyeon",13,115,"satur"
"yangcheonguchong",13,71,"satur"
"yeoksam",13,173,"satur"
"yeongdeungpoguchong",13,141,"satur"
"wangshipri",13,96,"satur"
"yongdap",13,41,"satur"
"yongdu",13,38,"satur"
"eulji4ga",13,48,"satur"
"euljiipgu",13,82,"satur"
"ewhadae",13,112,"satur"
"jamsil",13,110,"satur"
"jonghapwoondongjang",13,112,"satur"
"chungjeongro",13,116,"satur"
"hanyangdae",13,90,"satur"
"hapjeong",13,127,"satur"
"hongdae",13,115,"satur"
"karaksijang",13,22,"satur"
"kyeongbokgoong",13,97,"satur"
"keongchalhospital",13,15,"satur"
"expressterminal",13,141,"satur"
"gupabal",13,50,"satur"
"geumho",13,128,"satur"
"southterminal",13,114,"satur"
"nokbeon",13,76,"satur"
"daecheong",13,45,"satur"
"daechi",13,51,"satur"
"dokok",13,58,"satur"
"dokripmoon",13,90,"satur"
"dongdaeipgu",13,123,"satur"
"maebong",13,65,"satur"
"mooakjae",13,87,"satur"
"boolkwang",13,70,"satur"
"suseo",13,34,"satur"
"sinsa",13,129,"satur"
"ankook",13,111,"satur"
"apgujeong",13,127,"satur"
"yaksu",13,124,"satur"
"yangjae",13,85,"satur"
"yeonsinnae",13,60,"satur"
"ogum",13,8,"satur"
"oksu",13,129,"satur"
"ilwon",13,39,"satur"
"jamwon",13,136,"satur"
"jichook",13,83,"satur"
"choongmuro",13,255,"satur"
"hakyeowool",13,46,"satur"
"hongje",13,81,"satur"
"killeum",13,96,"satur"
"namtaeryeong",13,184,"satur"
"nowon",13,29,"satur"
"dangkokae",13,4,"satur"
"dongjak",13,94,"satur"
"myeongdong",13,106,"satur"
"mia",13,76,"satur"
"mia4keori",13,86,"satur"
"samkakji",13,93,"satur"
"sangkye",13,14,"satur"
"sungsinyeodae",13,104,"satur"
"sooyou",13,69,"satur"
"sookmyeong",13,93,"satur"
"sinyongsan",13,94,"satur"
"ssangmoon",13,58,"satur"
"ichon",13,95,"satur"
"changdong",13,46,"satur"
"chongsindae",13,95,"satur"
"hanseongdae",13,111,"satur"
"hyehwa",13,118,"satur"
"hoihyeon",13,106,"satur"
"kyodae",13,315,"satur"
"dongdaemon",13,267,"satur"
"dongyeoksa",13,197,"satur"
"sadang",13,265,"satur"
"seoulstation",13,204,"satur"
"sichong",13,214,"satur"
"sinsuldong",13,138,"satur"
"eulji3ga",13,200,"satur"
"jongro3ga",13,263,"satur"
"dongmyo",14,120,"satur"
"jegidong",14,105,"satur"
"jongkak",14,124,"satur"
"jongro5",14,133,"satur"
"cheongryangri",14,89,"satur"
"kangnam",14,167,"satur"
"kangbyeon",14,87,"satur"
"keondae",14,85,"satur"
"gurodigital",14,147,"satur"
"gooui",14,88,"satur"
"kkachisan",14,21,"satur"
"nakseongdae",14,163,"satur"
"dangsan",14,134,"satur"
"daerim",14,151,"satur"
"dorimcheon",14,73,"satur"
"ttooksum",14,88,"satur"
"moonrae",14,144,"satur"
"bangbae",14,173,"satur"
"bongcheon",14,151,"satur"
"samseong",14,117,"satur"
"sangwangshipri",14,101,"satur"
"seouldaeipgu",14,156,"satur"
"seocho",14,172,"satur"
"seonreung",14,137,"satur"
"seongnae",14,88,"satur"
"seongsu",14,85,"satur"
"seongsuG",14,18,"satur"
"sindap",14,37,"satur"
"sindang",14,98,"satur"
"sindaebang",14,146,"satur"
"sindorim",14,147,"satur"
"sindorimG",14,38,"satur"
"sinrim",14,147,"satur"
"sinjeongnegeori",14,55,"satur"
"sincheon",14,107,"satur"
"sinchon",14,114,"satur"
"ahyeon",14,117,"satur"
"yangcheonguchong",14,68,"satur"
"yeoksam",14,159,"satur"
"yeongdeungpoguchong",14,144,"satur"
"wangshipri",14,95,"satur"
"yongdap",14,41,"satur"
"yongdu",14,36,"satur"
"eulji4ga",14,52,"satur"
"euljiipgu",14,84,"satur"
"ewhadae",14,115,"satur"
"jamsil",14,98,"satur"
"jonghapwoondongjang",14,105,"satur"
"chungjeongro",14,117,"satur"
"hanyangdae",14,91,"satur"
"hapjeong",14,127,"satur"
"hongdae",14,113,"satur"
"karaksijang",14,19,"satur"
"kyeongbokgoong",14,105,"satur"
"keongchalhospital",14,13,"satur"
"expressterminal",14,144,"satur"
"gupabal",14,51,"satur"
"geumho",14,136,"satur"
"southterminal",14,112,"satur"
"nokbeon",14,79,"satur"
"daecheong",14,42,"satur"
"daechi",14,49,"satur"
"dokok",14,57,"satur"
"dokripmoon",14,94,"satur"
"dongdaeipgu",14,131,"satur"
"maebong",14,63,"satur"
"mooakjae",14,91,"satur"
"boolkwang",14,71,"satur"
"suseo",14,31,"satur"
"sinsa",14,137,"satur"
"ankook",14,120,"satur"
"apgujeong",14,137,"satur"
"yaksu",14,132,"satur"
"yangjae",14,86,"satur"
"yeonsinnae",14,59,"satur"
"ogum",14,6,"satur"
"oksu",14,136,"satur"
"ilwon",14,38,"satur"
"jamwon",14,141,"satur"
"jichook",14,91,"satur"
"choongmuro",14,278,"satur"
"hakyeowool",14,45,"satur"
"hongje",14,87,"satur"
"killeum",14,102,"satur"
"namtaeryeong",14,201,"satur"
"nowon",14,29,"satur"
"dangkokae",14,5,"satur"
"dongjak",14,95,"satur"
"myeongdong",14,119,"satur"
"mia",14,82,"satur"
"mia4keori",14,92,"satur"
"samkakji",14,94,"satur"
"sangkye",14,14,"satur"
"sungsinyeodae",14,111,"satur"
"sooyou",14,71,"satur"
"sookmyeong",14,97,"satur"
"sinyongsan",14,92,"satur"
"ssangmoon",14,60,"satur"
"ichon",14,90,"satur"
"changdong",14,47,"satur"
"chongsindae",14,95,"satur"
"hanseongdae",14,118,"satur"
"hyehwa",14,126,"satur"
"hoihyeon",14,122,"satur"
"kyodae",14,312,"satur"
"dongdaemon",14,281,"satur"
"dongyeoksa",14,212,"satur"
"sadang",14,269,"satur"
"seoulstation",14,208,"satur"
"sichong",14,213,"satur"
"sinsuldong",14,130,"satur"
"eulji3ga",14,214,"satur"
"jongro3ga",14,268,"satur"
"dongmyo",15,116,"satur"
"jegidong",15,103,"satur"
"jongkak",15,121,"satur"
"jongro5",15,129,"satur"
"cheongryangri",15,91,"satur"
"kangnam",15,165,"satur"
"kangbyeon",15,91,"satur"
"keondae",15,89,"satur"
"gurodigital",15,137,"satur"
"gooui",15,94,"satur"
"kkachisan",15,18,"satur"
"nakseongdae",15,153,"satur"
"dangsan",15,126,"satur"
"daerim",15,139,"satur"
"dorimcheon",15,72,"satur"
"ttooksum",15,83,"satur"
"moonrae",15,129,"satur"
"bangbae",15,162,"satur"
"bongcheon",15,140,"satur"
"samseong",15,120,"satur"
"sangwangshipri",15,89,"satur"
"seouldaeipgu",15,146,"satur"
"seocho",15,163,"satur"
"seonreung",15,140,"satur"
"seongnae",15,92,"satur"
"seongsu",15,92,"satur"
"seongsuG",15,18,"satur"
"sindap",15,35,"satur"
"sindang",15,88,"satur"
"sindaebang",15,133,"satur"
"sindorim",15,128,"satur"
"sindorimG",15,41,"satur"
"sinrim",15,136,"satur"
"sinjeongnegeori",15,53,"satur"
"sincheon",15,110,"satur"
"sinchon",15,105,"satur"
"ahyeon",15,105,"satur"
"yangcheonguchong",15,67,"satur"
"yeoksam",15,158,"satur"
"yeongdeungpoguchong",15,128,"satur"
"wangshipri",15,85,"satur"
"yongdap",15,36,"satur"
"yongdu",15,33,"satur"
"eulji4ga",15,48,"satur"
"euljiipgu",15,78,"satur"
"ewhadae",15,104,"satur"
"jamsil",15,100,"satur"
"jonghapwoondongjang",15,111,"satur"
"chungjeongro",15,107,"satur"
"hanyangdae",15,82,"satur"
"hapjeong",15,117,"satur"
"hongdae",15,106,"satur"
"karaksijang",15,19,"satur"
"kyeongbokgoong",15,98,"satur"
"keongchalhospital",15,13,"satur"
"expressterminal",15,145,"satur"
"gupabal",15,48,"satur"
"geumho",15,131,"satur"
"southterminal",15,113,"satur"
"nokbeon",15,75,"satur"
"daecheong",15,42,"satur"
"daechi",15,50,"satur"
"dokok",15,58,"satur"
"dokripmoon",15,89,"satur"
"dongdaeipgu",15,126,"satur"
"maebong",15,64,"satur"
"mooakjae",15,86,"satur"
"boolkwang",15,68,"satur"
"suseo",15,32,"satur"
"sinsa",15,134,"satur"
"ankook",15,112,"satur"
"apgujeong",15,135,"satur"
"yaksu",15,128,"satur"
"yangjae",15,86,"satur"
"yeonsinnae",15,55,"satur"
"ogum",15,6,"satur"
"oksu",15,131,"satur"
"ilwon",15,38,"satur"
"jamwon",15,139,"satur"
"jichook",15,81,"satur"
"choongmuro",15,270,"satur"
"hakyeowool",15,46,"satur"
"hongje",15,80,"satur"
"killeum",15,97,"satur"
"namtaeryeong",15,168,"satur"
"nowon",15,26,"satur"
"dangkokae",15,4,"satur"
"dongjak",15,101,"satur"
"myeongdong",15,116,"satur"
"mia",15,77,"satur"
"mia4keori",15,87,"satur"
"samkakji",15,99,"satur"
"sangkye",15,12,"satur"
"sungsinyeodae",15,106,"satur"
"sooyou",15,67,"satur"
"sookmyeong",15,98,"satur"
"sinyongsan",15,99,"satur"
"ssangmoon",15,53,"satur"
"ichon",15,99,"satur"
"changdong",15,42,"satur"
"chongsindae",15,98,"satur"
"hanseongdae",15,115,"satur"
"hyehwa",15,123,"satur"
"hoihyeon",15,117,"satur"
"kyodae",15,306,"satur"
"dongdaemon",15,267,"satur"
"dongyeoksa",15,202,"satur"
"sadang",15,255,"satur"
"seoulstation",15,206,"satur"
"sichong",15,206,"satur"
"sinsuldong",15,127,"satur"
"eulji3ga",15,203,"satur"
"jongro3ga",15,257,"satur"
"dongmyo",16,134,"satur"
"jegidong",16,126,"satur"
"jongkak",16,138,"satur"
"jongro5",16,152,"satur"
"cheongryangri",16,104,"satur"
"kangnam",16,159,"satur"
"kangbyeon",16,90,"satur"
"keondae",16,88,"satur"
"gurodigital",16,128,"satur"
"gooui",16,89,"satur"
"kkachisan",16,20,"satur"
"nakseongdae",16,144,"satur"
"dangsan",16,127,"satur"
"daerim",16,131,"satur"
"dorimcheon",16,80,"satur"
"ttooksum",16,81,"satur"
"moonrae",16,134,"satur"
"bangbae",16,155,"satur"
"bongcheon",16,130,"satur"
"samseong",16,113,"satur"
"sangwangshipri",16,89,"satur"
"seouldaeipgu",16,136,"satur"
"seocho",16,157,"satur"
"seonreung",16,133,"satur"
"seongnae",16,89,"satur"
"seongsu",16,86,"satur"
"seongsuG",16,22,"satur"
"sindap",16,43,"satur"
"sindang",16,88,"satur"
"sindaebang",16,127,"satur"
"sindorim",16,122,"satur"
"sindorimG",16,48,"satur"
"sinrim",16,126,"satur"
"sinjeongnegeori",16,58,"satur"
"sincheon",16,106,"satur"
"sinchon",16,104,"satur"
"ahyeon",16,105,"satur"
"yangcheonguchong",16,73,"satur"
"yeoksam",16,154,"satur"
"yeongdeungpoguchong",16,129,"satur"
"wangshipri",16,83,"satur"
"yongdap",16,45,"satur"
"yongdu",16,41,"satur"
"eulji4ga",16,47,"satur"
"euljiipgu",16,80,"satur"
"ewhadae",16,105,"satur"
"jamsil",16,97,"satur"
"jonghapwoondongjang",16,106,"satur"
"chungjeongro",16,105,"satur"
"hanyangdae",16,82,"satur"
"hapjeong",16,125,"satur"
"hongdae",16,103,"satur"
"karaksijang",16,21,"satur"
"kyeongbokgoong",16,108,"satur"
"keongchalhospital",16,14,"satur"
"expressterminal",16,145,"satur"
"gupabal",16,52,"satur"
"geumho",16,140,"satur"
"southterminal",16,116,"satur"
"nokbeon",16,82,"satur"
"daecheong",16,46,"satur"
"daechi",16,52,"satur"
"dokok",16,59,"satur"
"dokripmoon",16,97,"satur"
"dongdaeipgu",16,135,"satur"
"maebong",16,65,"satur"
"mooakjae",16,94,"satur"
"boolkwang",16,76,"satur"
"suseo",16,34,"satur"
"sinsa",16,142,"satur"
"ankook",16,124,"satur"
"apgujeong",16,145,"satur"
"yaksu",16,135,"satur"
"yangjae",16,87,"satur"
"yeonsinnae",16,60,"satur"
"ogum",16,6,"satur"
"oksu",16,139,"satur"
"ilwon",16,42,"satur"
"jamwon",16,144,"satur"
"jichook",16,95,"satur"
"choongmuro",16,280,"satur"
"hakyeowool",16,49,"satur"
"hongje",16,89,"satur"
"killeum",16,99,"satur"
"namtaeryeong",16,176,"satur"
"nowon",16,30,"satur"
"dangkokae",16,4,"satur"
"dongjak",16,92,"satur"
"myeongdong",16,117,"satur"
"mia",16,81,"satur"
"mia4keori",16,88,"satur"
"samkakji",16,97,"satur"
"sangkye",16,13,"satur"
"sungsinyeodae",16,108,"satur"
"sooyou",16,69,"satur"
"sookmyeong",16,99,"satur"
"sinyongsan",16,94,"satur"
"ssangmoon",16,57,"satur"
"ichon",16,94,"satur"
"changdong",16,46,"satur"
"chongsindae",16,93,"satur"
"hanseongdae",16,115,"satur"
"hyehwa",16,130,"satur"
"hoihyeon",16,119,"satur"
"kyodae",16,301,"satur"
"dongdaemon",16,289,"satur"
"dongyeoksa",16,200,"satur"
"sadang",16,241,"satur"
"seoulstation",16,222,"satur"
"sichong",16,223,"satur"
"sinsuldong",16,155,"satur"
"eulji3ga",16,213,"satur"
"jongro3ga",16,289,"satur"
"dongmyo",17,127,"satur"
"jegidong",17,119,"satur"
"jongkak",17,131,"satur"
"jongro5",17,141,"satur"
"cheongryangri",17,106,"satur"
"kangnam",17,149,"satur"
"kangbyeon",17,82,"satur"
"keondae",17,80,"satur"
"gurodigital",17,129,"satur"
"gooui",17,82,"satur"
"kkachisan",17,20,"satur"
"nakseongdae",17,142,"satur"
"dangsan",17,131,"satur"
"daerim",17,132,"satur"
"dorimcheon",17,84,"satur"
"ttooksum",17,83,"satur"
"moonrae",17,134,"satur"
"bangbae",17,147,"satur"
"bongcheon",17,132,"satur"
"samseong",17,107,"satur"
"sangwangshipri",17,93,"satur"
"seouldaeipgu",17,137,"satur"
"seocho",17,146,"satur"
"seonreung",17,126,"satur"
"seongnae",17,82,"satur"
"seongsu",17,84,"satur"
"seongsuG",17,23,"satur"
"sindap",17,43,"satur"
"sindang",17,92,"satur"
"sindaebang",17,126,"satur"
"sindorim",17,128,"satur"
"sindorimG",17,58,"satur"
"sinrim",17,126,"satur"
"sinjeongnegeori",17,62,"satur"
"sincheon",17,97,"satur"
"sinchon",17,112,"satur"
"ahyeon",17,111,"satur"
"yangcheonguchong",17,77,"satur"
"yeoksam",17,143,"satur"
"yeongdeungpoguchong",17,133,"satur"
"wangshipri",17,86,"satur"
"yongdap",17,45,"satur"
"yongdu",17,41,"satur"
"eulji4ga",17,49,"satur"
"euljiipgu",17,83,"satur"
"ewhadae",17,112,"satur"
"jamsil",17,92,"satur"
"jonghapwoondongjang",17,100,"satur"
"chungjeongro",17,112,"satur"
"hanyangdae",17,85,"satur"
"hapjeong",17,122,"satur"
"hongdae",17,110,"satur"
"karaksijang",17,26,"satur"
"kyeongbokgoong",17,115,"satur"
"keongchalhospital",17,18,"satur"
"expressterminal",17,151,"satur"
